,Paid up equity capital (net of forfeited equity capital),Reserves and Funds,Date,Total income,Total expenses,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Net cash flow from operating activities,Net cash inflow or (outflow) from investing activities,Months,Company,Equity
1262,1.0,9.0,3/31/2014,48.15,47.69,21.36,21.36,9.89,0.95,47.87,-0.07,-0.25,12.0,Super Transports Pvt. Ltd.,10.0
1263,1.0,9.57,3/31/2015,43.76,44.28,19.29,19.29,8.41,0.69,43.62,1.51,-0.45,12.0,Super Transports Pvt. Ltd.,10.57
1264,1.0,11.14,3/31/2016,42.61,40.39,22.05,22.05,7.18,1.71,42.42,1.11,-0.08,12.0,Super Transports Pvt. Ltd.,12.14
1265,1.0,12.35,3/31/2017,44.96,44.43,23.16,23.16,9.13,1.21,44.72,1.21,0.07,12.0,Super Transports Pvt. Ltd.,13.35
1266,1.0,14.23,3/31/2018,44.18,42.44,24.82,24.82,8.82,1.94,43.77,1.11,0.03,12.0,Super Transports Pvt. Ltd.,15.23
1267,1.0,16.47,3/31/2019,49.97,48.63,36.22,36.22,17.89,2.3,49.7,2.88,-11.86,12.0,Super Transports Pvt. Ltd.,17.47
1268,1.0,18.01,3/31/2020,50.21,48.92,37.1,37.1,18.09,1.61,48.78,2.42,-0.49,12.0,Super Transports Pvt. Ltd.,19.01
1269,1.0,19.95,3/31/2021,44.28,41.63,35.5,35.5,14.51,1.99,42.85,2.54,0.44,12.0,Super Transports Pvt. Ltd.,20.95
1270,17.51,34.49,3/31/2008,166.0,168.7,322.41,322.41,65.4,5.52,165.39,5.14,-114.76,12.0,Supreme Tex Mart Ltd.,52.0
1271,17.51,30.45,3/31/2009,315.11,330.68,373.79,373.79,71.47,-4.04,311.87,14.64,-50.77,12.0,Supreme Tex Mart Ltd.,47.96
1272,19.91,52.71,3/31/2010,367.68,361.86,523.3,523.3,72.23,4.47,365.75,-51.26,-52.9,12.0,Supreme Tex Mart Ltd.,72.62
1273,25.94,80.45,3/31/2011,568.14,586.78,656.06,656.06,293.77,9.57,565.72,0.43,-41.18,12.0,Supreme Tex Mart Ltd.,106.39
1274,32.21,130.93,3/31/2012,849.96,845.46,656.25,656.25,272.47,15.85,847.91,70.25,-11.76,12.0,Supreme Tex Mart Ltd.,163.14000000000001
1275,32.23,146.97,3/31/2013,895.72,870.94,773.24,773.24,322.52,16.05,888.28,45.14,-65.02,12.0,Supreme Tex Mart Ltd.,179.2
1276,34.06,168.23,3/31/2014,831.55,821.72,800.68,800.68,387.06,1.15,830.93,75.67,-8.92,12.0,Supreme Tex Mart Ltd.,202.29
1277,34.06,-41.75,3/31/2015,431.66,632.02,625.78,625.78,371.84,-208.34,429.05,-32.76,-3.44,12.0,Supreme Tex Mart Ltd.,-7.689999999999998
1278,34.06,-220.6,3/31/2016,363.53,541.47,466.43,466.43,385.38,-178.84,350.39,0.38,-1.6,12.0,Supreme Tex Mart Ltd.,-186.54
1279,34.06,-225.87,3/31/2017,397.46,425.86,418.66,418.66,393.53,-43.39,395.29,-5.95,-1.49,12.0,Supreme Tex Mart Ltd.,-191.81
1280,,,,,,,,,,,,,,T N Salt House Pvt. Ltd.,
1281,,,,,,,,,,,,,,T N Salt House Pvt. Ltd.,
1282,,,,,,,,,,,,,,T N Salt House Pvt. Ltd.,
1283,,,,,,,,,,,,,,T N Salt House Pvt. Ltd.,
1284,,,,,,,,,,,,,,T N Salt House Pvt. Ltd.,
1285,,,,,,,,,,,,,,T N Salt House Pvt. Ltd.,
1286,,,,,,,,,,,,,,T N Salt House Pvt. Ltd.,
1287,,,,,,,,,,,,,,T N Salt House Pvt. Ltd.,
1288,0.71,-0.01,3/31/2015,1.62,1.63,1.46,1.46,0.76,-0.01,0.6,0.14,-1.09,12.0,T N Salt House Pvt. Ltd.,0.7
1289,0.71,-0.37,3/31/2016,1.66,2.02,1.1,1.1,0.18,-0.36,1.05,-0.03,-0.01,12.0,T N Salt House Pvt. Ltd.,0.33999999999999997
1290,12.68,16.21,3/31/2012,33.72,32.76,40.65,40.65,6.49,0.96,,,,12.0,Tesa Tapes (India) Pvt. Ltd.,28.89
1291,12.68,10.23,3/31/2013,28.1,32.92,36.53,36.53,12.53,-4.82,,,,12.0,Tesa Tapes (India) Pvt. Ltd.,22.91
1292,12.68,3.37,3/31/2014,37.8,44.56,37.63,37.63,20.54,-6.86,37.44,1.21,0.25,12.0,Tesa Tapes (India) Pvt. Ltd.,16.05
1293,12.68,0.25,3/31/2015,48.87,54.15,41.42,41.42,28.49,-3.08,46.71,1.96,0.34,12.0,Tesa Tapes (India) Pvt. Ltd.,12.93
1294,12.68,4.37,3/31/2016,57.51,51.74,47.05,47.05,28.97,6.22,57.16,-1.43,-0.07,12.0,Tesa Tapes (India) Pvt. Ltd.,17.05
1295,12.68,4.48,3/31/2017,67.06,65.62,58.04,58.04,39.67,2.89,65.39,7.71,0.1,12.0,Tesa Tapes (India) Pvt. Ltd.,17.16
1296,12.68,6.32,3/31/2018,87.0,80.3,62.05,62.05,42.66,6.98,86.66,5.5,-0.29,12.0,Tesa Tapes (India) Pvt. Ltd.,19.0
1297,12.68,7.08,3/31/2019,97.97,93.2,63.44,63.44,43.53,6.76,97.16,0.02,-1.03,12.0,Tesa Tapes (India) Pvt. Ltd.,19.759999999999998
1298,12.68,16.28,3/31/2020,113.97,98.75,63.21,63.21,33.96,16.19,99.73,10.67,-0.52,12.0,Tesa Tapes (India) Pvt. Ltd.,28.96
1299,12.68,22.46,3/31/2021,107.57,99.19,76.81,76.81,41.21,11.89,107.14,10.39,-0.28,12.0,Tesa Tapes (India) Pvt. Ltd.,35.14
1300,,,,,,,,,,,,,,Tirumala Technologies Ltd.,
1301,2.48,0.18,3/31/1994,0.64,0.51,7.18,7.18,1.6,0.13,0.64,,,12.0,Tirumala Technologies Ltd.,2.66
1302,7.4,0.29,3/31/1995,1.11,1.37,11.85,11.85,0.65,0.11,1.02,,,12.0,Tirumala Technologies Ltd.,7.69
1303,7.4,-0.82,3/31/1996,2.74,3.68,12.57,12.57,0.89,-1.11,2.73,-0.85,-0.77,12.0,Tirumala Technologies Ltd.,6.58
1304,7.4,-1.72,3/31/1997,,0.7,12.92,12.92,1.09,-0.9,,-0.21,-0.84,12.0,Tirumala Technologies Ltd.,5.680000000000001
1305,7.41,-2.87,3/31/1999,0.57,0.49,12.13,12.13,0.49,-0.17,0.21,,,12.0,Tirumala Technologies Ltd.,4.54
1306,7.41,-3.12,6/30/2000,0.11,0.36,12.09,12.09,0.61,-0.25,0.05,-0.08,,15.0,Tirumala Technologies Ltd.,4.29
1307,7.41,-3.24,3/31/2001,0.19,0.31,11.94,11.94,0.55,-0.12,0.19,0.04,-0.08,9.0,Tirumala Technologies Ltd.,4.17
1308,7.41,-3.54,3/31/2002,0.36,0.66,11.69,11.69,0.64,-0.3,0.36,0.08,0.01,12.0,Tirumala Technologies Ltd.,3.87
1309,7.41,-7.81,3/31/2003,0.27,4.54,7.41,7.41,0.72,-4.27,0.26,0.08,0.01,12.0,Tirumala Technologies Ltd.,-0.39999999999999947
1310,10.0,99.6,3/31/2012,999.8,1024.0,842.8,842.8,700.2,-23.5,991.0,-38.3,-48.5,12.0,Toyo Engineering India Pvt. Ltd.,109.6
1311,100.0,185.7,3/31/2013,1013.0,1034.8,937.1,937.1,531.9,-21.7,1005.8,,,12.0,Toyo Engineering India Pvt. Ltd.,285.7
1312,100.0,204.2,3/31/2014,916.3,903.1,816.2,816.2,362.7,18.5,896.1,121.9,9.8,12.0,Toyo Engineering India Pvt. Ltd.,304.2
1313,100.0,222.31,3/31/2015,697.76,674.51,906.97,906.97,488.51,18.17,667.0,200.21,-2.71,12.0,Toyo Engineering India Pvt. Ltd.,322.31
1314,100.0,261.95,3/31/2016,1445.19,1414.57,1208.02,1208.02,546.42,39.64,1413.47,152.94,-30.69,12.0,Toyo Engineering India Pvt. Ltd.,361.95
1315,100.0,283.43,3/31/2017,1011.23,970.67,1244.46,1244.46,663.52,30.8,956.05,-136.32,46.32,12.0,Toyo Engineering India Pvt. Ltd.,383.43
1316,100.0,361.14,3/31/2018,2090.68,2035.59,1314.72,1314.72,642.09,75.29,2068.77,113.92,-95.51,12.0,Toyo Engineering India Pvt. Ltd.,461.14
1317,100.0,545.98,3/31/2019,1787.35,1582.43,1805.48,1805.48,827.32,184.38,1731.94,28.77,-61.84,12.0,Toyo Engineering India Pvt. Ltd.,645.98
1318,100.0,668.46,3/31/2020,2373.28,2247.59,1558.01,1558.01,585.94,125.69,2250.24,-202.79,207.59,12.0,Toyo Engineering India Pvt. Ltd.,768.46
1319,100.0,756.23,3/31/2021,1893.34,1806.82,1743.65,1743.65,638.02,86.52,1880.17,88.92,-12.54,12.0,Toyo Engineering India Pvt. Ltd.,856.23
1320,,,,,,,,,,,,,,Trans India Glass Ltd.,
1321,,,,,,,,,,,,,,Trans India Glass Ltd.,
1322,,,,,,,,,,,,,,Trans India Glass Ltd.,
1323,,,,,,,,,,,,,,Trans India Glass Ltd.,
1324,,,,,,,,,,,,,,Trans India Glass Ltd.,
1325,,,,,,,,,,,,,,Trans India Glass Ltd.,
1326,6.92,-0.47,3/31/1995,0.43,1.96,16.98,16.98,1.85,-0.47,0.43,-0.78,-10.56,12.0,Trans India Glass Ltd.,6.45
1327,6.92,-2.18,3/31/1996,1.86,5.3,18.76,18.76,2.47,-1.71,1.85,-1.77,,12.0,Trans India Glass Ltd.,4.74
1328,6.92,-6.3,3/31/1997,2.3,4.97,14.95,14.95,1.94,-4.12,1.54,0.92,0.29,12.0,Trans India Glass Ltd.,0.6200000000000001
1329,6.92,-11.03,3/31/1998,2.62,8.47,14.53,14.53,2.35,-4.73,2.61,-1.36,-0.3,12.0,Trans India Glass Ltd.,-4.109999999999999
1330,,,,,,,,,,,,,,Trianz Consulting Pvt. Ltd.,
1331,,,,,,,,,,,,,,Trianz Consulting Pvt. Ltd.,
1332,,,,,,,,,,,,,,Trianz Consulting Pvt. Ltd.,
1333,,,,,,,,,,,,,,Trianz Consulting Pvt. Ltd.,
1334,,,,,,,,,,,,,,Trianz Consulting Pvt. Ltd.,
1335,,,,,,,,,,,,,,Trianz Consulting Pvt. Ltd.,
1336,,,,,,,,,,,,,,Trianz Consulting Pvt. Ltd.,
1337,1.5,2.63,3/31/2007,46.59,45.43,28.69,28.69,7.46,1.16,46.56,,,12.0,Trianz Consulting Pvt. Ltd.,4.13
1338,3.95,-12.07,3/31/2008,33.0,48.22,34.21,34.21,8.23,-15.22,32.84,-16.76,-1.63,12.0,Trianz Consulting Pvt. Ltd.,-8.120000000000001
1339,3.95,-18.96,3/31/2009,34.88,41.79,49.36,49.36,7.97,-6.91,33.94,-3.55,-20.17,12.0,Trianz Consulting Pvt. Ltd.,-15.010000000000002
1340,,,,,,,,,,,,,,Vee Kay Fibres Ltd.,
1341,,,,,,,,,,,,,,Vee Kay Fibres Ltd.,
1342,6.55,1.4,3/31/1993,21.23,20.08,28.93,28.93,2.15,1.15,20.79,,,12.0,Vee Kay Fibres Ltd.,7.949999999999999
1343,11.53,8.03,3/31/1994,22.48,22.14,36.15,36.15,2.44,0.34,21.22,,,12.0,Vee Kay Fibres Ltd.,19.56
1344,12.39,8.78,3/31/1995,16.88,15.01,39.11,39.11,4.26,0.1,16.54,,,12.0,Vee Kay Fibres Ltd.,21.17
1345,12.4,-4.61,3/31/1996,11.02,22.05,26.18,26.18,2.76,-13.3,10.9,-0.52,-0.11,12.0,Vee Kay Fibres Ltd.,7.79
1346,12.4,-12.79,3/31/1997,10.22,17.11,20.17,20.17,2.78,-8.1,10.2,0.98,0.01,12.0,Vee Kay Fibres Ltd.,-0.3899999999999988
1347,12.4,-20.8,3/31/1998,5.25,13.15,16.73,16.73,4.08,-7.9,5.22,,,12.0,Vee Kay Fibres Ltd.,-8.4
1348,12.4,-27.96,3/31/1999,3.65,10.72,14.18,14.18,4.87,-7.07,3.63,-0.26,0.3,12.0,Vee Kay Fibres Ltd.,-15.56
1349,12.4,-34.96,3/31/2000,9.69,16.6,12.78,12.78,5.83,-6.91,9.62,0.05,0.03,12.0,Vee Kay Fibres Ltd.,-22.560000000000002
1350,,,,,,,,,,,,,,Vidhi Industries Ltd.,
1351,,,,,,,,,,,,,,Vidhi Industries Ltd.,
1352,,,,,,,,,,,,,,Vidhi Industries Ltd.,
1353,,,,,,,,,,,,,,Vidhi Industries Ltd.,
1354,,,,,,,,,,,,,,Vidhi Industries Ltd.,
1355,,,,,,,,,,,,,,Vidhi Industries Ltd.,
1356,2.21,0.71,3/31/1994,6.74,6.61,8.66,8.66,3.37,0.15,6.44,,,12.0,Vidhi Industries Ltd.,2.92
1357,5.32,1.35,3/31/1995,15.65,14.61,12.49,12.49,4.48,1.06,14.66,,,12.0,Vidhi Industries Ltd.,6.67
1358,5.32,2.43,3/31/1996,21.42,20.33,13.17,13.17,3.72,1.08,20.76,0.88,-0.44,12.0,Vidhi Industries Ltd.,7.75
1359,5.32,3.16,3/31/1997,24.71,23.98,14.83,14.83,4.4,0.72,24.71,0.01,0.2,12.0,Vidhi Industries Ltd.,8.48
1360,,,,,,,,,,,,,,Vinsura Winery Pvt. Ltd.,
1361,,,,,,,,,,,,,,Vinsura Winery Pvt. Ltd.,
1362,,,,,,,,,,,,,,Vinsura Winery Pvt. Ltd.,
1363,7.89,-7.21,3/31/2014,0.21,2.62,17.27,17.27,12.11,-2.56,0.21,,,12.0,Vinsura Winery Pvt. Ltd.,0.6799999999999997
1364,7.89,-7.36,3/31/2015,0.14,0.37,17.27,17.27,12.18,-0.14,0.14,,,12.0,Vinsura Winery Pvt. Ltd.,0.5299999999999994
1365,7.89,-9.76,3/31/2016,3.55,2.3,9.35,9.35,6.46,-2.4,0.83,,,12.0,Vinsura Winery Pvt. Ltd.,-1.87
1366,7.89,-11.42,3/31/2017,0.57,1.38,8.15,8.15,5.62,-1.66,0.48,,,12.0,Vinsura Winery Pvt. Ltd.,-3.5300000000000002
1367,9.0,-10.94,3/31/2018,2.93,2.0,6.82,6.82,1.5,0.47,1.03,-2.22,-0.15,12.0,Vinsura Winery Pvt. Ltd.,-1.9399999999999995
1368,9.0,-10.64,3/31/2019,1.66,1.36,6.72,6.72,2.05,0.3,1.07,0.99,0.02,12.0,Vinsura Winery Pvt. Ltd.,-1.6400000000000006
1369,9.0,-10.46,3/31/2020,1.85,1.67,7.2,7.2,2.44,0.18,1.54,-0.05,0.12,12.0,Vinsura Winery Pvt. Ltd.,-1.4600000000000009
1370,,,,,,,,,,,,,,Virtual Dynamics Software Ltd.,
1371,,,,,,,,,,,,,,Virtual Dynamics Software Ltd.,
1372,,,,,,,,,,,,,,Virtual Dynamics Software Ltd.,
1373,,,,,,,,,,,,,,Virtual Dynamics Software Ltd.,
1374,,,,,,,,,,,,,,Virtual Dynamics Software Ltd.,
1375,,,,,,,,,,,,,,Virtual Dynamics Software Ltd.,
1376,,,,,,,,,,,,,,Virtual Dynamics Software Ltd.,
1377,,,,,,,,,,,,,,Virtual Dynamics Software Ltd.,
1378,4.5,-1.58,3/31/2000,0.56,2.44,6.88,6.88,0.46,-0.92,0.41,-0.93,-1.04,12.0,Virtual Dynamics Software Ltd.,2.92
1379,6.0,-1.53,3/31/2001,9.33,7.27,11.04,11.04,1.55,0.05,9.14,-2.03,-0.2,12.0,Virtual Dynamics Software Ltd.,4.47
1380,11.9,293.11,12/31/2011,581.96,476.87,626.46,626.46,153.61,42.34,569.45,-28.28,103.98,12.0,Wartsila India Pvt. Ltd.,305.01
1381,10.88,250.4,12/31/2012,518.94,442.59,565.21,565.21,228.92,37.93,494.9,19.48,20.39,12.0,Wartsila India Pvt. Ltd.,261.28000000000003
1382,10.88,254.78,12/31/2013,452.71,401.25,442.92,442.92,149.24,38.74,435.88,123.98,-65.3,12.0,Wartsila India Pvt. Ltd.,265.66
1383,10.88,249.71,3/31/2015,509.21,480.49,378.83,378.83,106.85,36.69,484.84,40.99,32.87,15.0,Wartsila India Pvt. Ltd.,260.59000000000003
1384,10.88,234.25,3/31/2016,470.89,451.17,375.8,375.8,120.27,31.67,456.6,42.66,-1.42,12.0,Wartsila India Pvt. Ltd.,245.13
1385,10.88,274.05,3/31/2017,453.9,441.94,435.41,435.41,141.38,35.2,441.83,-18.68,24.33,12.0,Wartsila India Pvt. Ltd.,284.93
1386,10.88,244.15,3/31/2018,466.85,402.37,435.03,435.03,172.31,54.96,457.1,120.48,114.11,12.0,Wartsila India Pvt. Ltd.,255.03
1387,10.88,235.9,3/31/2019,474.41,431.5,400.68,400.68,150.1,31.1,463.6,24.1,3.8,12.0,Wartsila India Pvt. Ltd.,246.78
1388,10.88,209.6,12/31/2019,295.1,261.9,381.78,381.78,134.8,23.1,287.9,-9.8,-6.4,9.0,Wartsila India Pvt. Ltd.,220.48
1389,10.88,182.3,12/31/2020,310.3,273.1,331.18,331.18,114.9,35.9,300.3,72.7,-31.7,12.0,Wartsila India Pvt. Ltd.,193.18
1390,89.01,831.72,3/31/2012,2705.46,2564.33,3328.87,3328.87,1217.25,117.11,2671.08,398.74,-234.28,12.0,Welspun India Ltd.,920.73
1391,100.03,960.33,3/31/2013,3347.62,3171.73,3489.95,3489.95,1133.06,171.41,3100.75,593.16,-314.89,12.0,Welspun India Ltd.,1060.3600000000001
1392,100.35,948.94,3/31/2014,3686.06,3759.63,4299.95,4299.95,1568.84,29.84,3654.8,554.25,-962.63,12.0,Welspun India Ltd.,1049.29
1393,100.46,1332.13,3/31/2015,4667.08,4226.97,5129.51,5129.51,1896.16,510.14,4639.25,644.19,-534.84,12.0,Welspun India Ltd.,1432.5900000000001
1394,100.47,1799.18,3/31/2016,5150.29,4500.19,5878.61,5878.61,1554.14,648.32,5079.1,1271.59,-808.24,12.0,Welspun India Ltd.,1899.65
1395,100.47,2100.54,3/31/2017,5996.8,5802.26,6852.99,6852.99,1731.6,306.55,5927.72,651.7,-773.71,12.0,Welspun India Ltd.,2201.0099999999998
1396,100.47,2328.59,3/31/2018,5227.16,4852.24,6391.49,6391.49,1826.13,304.11,5002.42,491.35,-303.95,12.0,Welspun India Ltd.,2429.06
1397,100.47,2389.12,3/31/2019,5635.61,5425.34,6424.22,6424.22,2126.09,141.77,5400.58,614.58,-222.46,12.0,Welspun India Ltd.,2489.5899999999997
1398,100.47,2706.56,3/31/2020,5508.72,5183.45,6292.41,6292.41,2220.65,474.89,5328.19,752.21,-238.42,12.0,Welspun India Ltd.,2807.0299999999997
1399,100.47,3238.17,3/31/2021,6196.98,5589.25,6117.3,6117.3,1954.84,526.67,6057.57,970.44,59.1,12.0,Welspun India Ltd.,3338.64
1400,11.26,5.87,3/31/2012,37.18,37.19,42.3,42.3,19.37,-0.73,37.17,2.72,-8.2,12.0,Wep Solutions Ltd.,17.13
1401,11.26,6.9,3/31/2013,161.08,157.61,91.05,91.05,55.63,1.11,160.74,14.62,-5.85,12.0,Wep Solutions Ltd.,18.16
1402,23.0,7.64,3/31/2014,122.87,116.76,76.39,76.39,41.19,2.09,121.97,17.29,-17.64,12.0,Wep Solutions Ltd.,30.64
1403,23.0,6.9,3/31/2015,108.47,108.19,80.9,80.9,47.23,1.58,108.02,10.12,-7.31,12.0,Wep Solutions Ltd.,29.9
1404,23.0,8.02,3/31/2016,93.64,90.03,75.99,75.99,40.38,1.05,92.69,11.04,-8.55,12.0,Wep Solutions Ltd.,31.02
1405,25.08,17.13,3/31/2017,80.99,75.53,74.95,74.95,29.6,0.97,80.05,14.26,-14.52,12.0,Wep Solutions Ltd.,42.209999999999994
1406,25.12,19.26,3/31/2018,80.73,76.3,80.35,80.35,31.89,1.4,80.08,9.4,-14.09,12.0,Wep Solutions Ltd.,44.38
1407,26.21,23.98,3/31/2019,74.94,74.98,84.69,84.69,28.64,-0.19,74.15,9.08,-13.82,12.0,Wep Solutions Ltd.,50.19
1408,26.32,24.23,3/31/2020,66.64,68.87,89.39,89.39,30.59,0.05,65.98,9.63,-9.61,12.0,Wep Solutions Ltd.,50.55
1409,26.32,23.72,3/31/2021,62.81,66.27,88.25,88.25,31.95,-0.47,62.5,8.76,-5.65,12.0,Wep Solutions Ltd.,50.04
1410,,,,,,,,,,,,,,Western Orissa Sugar Ltd.,
1411,,,,,,,,,,,,,,Western Orissa Sugar Ltd.,
1412,,,,,,,,,,,,,,Western Orissa Sugar Ltd.,
1413,,,,,,,,,,,,,,Western Orissa Sugar Ltd.,
1414,19.7,,3/31/1994,,,48.24,48.24,3.51,,,,,12.0,Western Orissa Sugar Ltd.,
1415,19.71,-12.23,9/30/1995,2.94,17.08,64.1,64.1,5.26,-12.23,2.56,,,18.0,Western Orissa Sugar Ltd.,7.48
1416,19.71,-25.35,9/30/1996,6.98,26.18,69.33,69.33,5.76,-13.12,6.43,-8.62,0.1,12.0,Western Orissa Sugar Ltd.,-5.640000000000001
1417,19.71,-2.18,3/31/1997,5.68,9.96,68.98,68.98,6.53,-3.28,5.67,2.75,-0.03,6.0,Western Orissa Sugar Ltd.,17.53
1418,19.72,-6.2,3/31/1998,10.85,10.88,61.91,61.91,2.37,-4.02,9.81,-2.26,-0.14,12.0,Western Orissa Sugar Ltd.,13.52
1419,19.72,-13.77,3/31/1999,5.58,15.09,60.34,60.34,3.88,-7.57,4.72,-4.08,-0.43,12.0,Western Orissa Sugar Ltd.,5.949999999999999
